time,S,I,R
58.0,70.10683352235297,47.43279485445991,882.4603716231871
58.2,69.90921362698553,46.689016802772784,883.4017695702418
58.4,69.71525846429178,45.956386167853346,884.3283553678549
58.6,69.52489304412704,45.23475785577361,885.2403491000994
58.8,69.3380437958831,44.52398761277705,886.1379685913399
59.0,69.15463856848807,43.82393202527821,887.0214294062338
59.2,68.97460663040644,43.13444851986308,887.8909448497305
59.4,68.7978786696391,42.455395363288794,888.7467259670722
59.6,68.62438679372329,41.78663166248387,889.5889815437929
59.8,68.45406452973263,41.128017364548,890.4179181057194
60.0,68.28684682427713,40.47941325675224,891.2337399189706
60.2,68.12267004350316,39.84068096653881,892.036648989958
60.4,67.96147197309348,39.21168296152134,892.8268450653852
60.6,67.80319181826718,38.5922825494846,893.6045256322483
60.8,67.64777020377981,37.98234387838474,894.3698859178355
61.0,67.4951491739232,37.38173193634907,895.1231188897278
61.2,67.34527219252561,36.79031255167627,895.8644152557981
61.4,67.1980841429517,36.207952392836354,896.593963464212
61.6,67.05353132810244,35.634518968470346,897.3119497034273
61.8,66.9115614704152,35.06988062739085,898.018557902194
62.0,66.77212371186373,34.51390655858149,898.7139697295548
62.2,66.63516861395819,33.96646679119743,899.3983645948445
62.4,66.50064815774503,33.42743219456476,900.0719196476903
62.6,66.36851574380717,32.89667447818125,900.7348097780116
62.8,66.23872619226383,32.37406619171555,901.3872076160206
63.0,66.11123574277066,31.859480725007906,902.0292835322215
63.2,65.98600205451967,31.352792308069695,902.6612056374107
63.4,65.86298420623918,30.853876011083365,903.2831397826775
63.6,65.742142696194,30.362607744403114,903.8952495594029
63.8,65.62343054769147,29.878881604575763,904.4976878477329
64.0,65.506802049525,29.402606298806358,905.0905916516687
64.2,65.3922213714491,28.933680345870265,905.6740982826807
64.4,65.27965313027269,28.472003124116885,906.2483437456106
64.6,65.16906238942879,28.01747487214166,906.8134627384296
64.8,65.06041465897437,27.56999668878592,907.3695886522398
65.0,64.95367589559045,27.12947053313712,907.9168535712726
65.2,64.84881250258209,26.695799224528674,908.4553882728893
65.4,64.74579132987836,26.26888644254,908.9853222275817
65.6,64.6445796740323,25.848636726996553,909.5067835989712
65.8,64.54514527822101,25.4349554779697,910.0198992438094
66.0,64.44745633224562,25.0277489557769,910.5247947119775
66.2,64.35148147253126,24.626924280981598,911.0215942464872
66.4,64.25718978212706,24.232389434393227,911.5104207834798
66.6,64.1645507907062,23.844053257067262,911.9913959522266
66.8,64.07353447456586,23.461825450305096,912.4646400751292
67.0,63.98411125662724,23.085616575654203,912.9302721677186
67.2,63.89625200643555,22.715338054908038,913.3884099386565
67.4,63.80992804016006,22.350902170106085,913.8391697897339
67.6,63.725111120594015,21.992222063533806,914.2826668158723
67.8,63.64177345715467,21.639211737722633,914.7190148051228
68.0,63.55988770588334,21.29178605545005,915.1483262386666
68.2,63.47942696944533,20.949860739739552,915.5707122908152
68.4,63.40036479712997,20.61335237386061,915.9862828290095
68.6,63.32267518485061,20.282178401328736,916.3951464138207
68.8,63.24633257514461,19.95625712590536,916.7974102989501
69.0,63.17131185717337,19.63550771159802,917.1931804312287
69.2,63.09758836672227,19.319850182660186,917.5825614506176
69.4,63.02513788620075,19.0092054235914,917.9656566902079
69.6,62.95393664464225,18.70349517913714,918.3425681762207
69.8,62.883961317704205,18.40264205428888,918.713396628007
70.0,62.81518902766811,18.106569514284207,919.0782414580477
70.2,62.747597343439445,17.81520188460656,919.437200771954
70.4,62.68116428054774,17.528464350985534,919.7903713684668
70.6,62.61586830114652,17.246282959396645,920.1378487394569
70.8,62.55168831401331,16.96858461606134,920.4797270699254
71.0,62.4886036745497,16.69529708744722,920.8160992380032
71.2,62.42659418478128,16.426349000267855,921.1470568149509
71.4,62.365640093357634,16.161669841482695,921.4726900651598
71.6,62.3057220955524,15.90118995829739,921.7930879461503
71.8,62.246821333263185,15.644840558163374,922.1083381085735
72.0,62.18891939501169,15.39255370877831,922.4185268962101
72.2,62.13199831594354,15.14426233808564,922.7237393459709
72.4,62.076040577828486,14.899900234275071,923.0240591878966
72.6,62.021029109060194,14.659402045782032,923.3195688451578
72.8,61.96694728465643,14.422703281288232,923.6103494340554
73.0,61.91377797478829,14.18974311568424,923.8964789095276
73.2,61.86150383286172,13.960470218219124,924.1780259489192
73.4,61.810110458704976,13.734832053284313,924.4550574880108
73.6,61.759583714540355,13.51277639195052,924.7276398935091
73.8,61.70990962147418,13.294251491465056,924.9958388870608
74.0,61.66107435949687,13.079206095251918,925.2597195452513
74.2,61.61306426748289,12.867589432911723,925.5193462996054
74.4,61.56586584319076,12.659351220221739,925.7747829365876
74.6,61.519465743263055,12.45444165913588,926.0260925976011
74.8,61.47385078322644,12.252811437784661,926.273337778989
75.0,61.4290079374916,12.054411730475284,926.5165803320332
75.2,61.38492433935332,11.859194197691576,926.7558814629551
75.4,61.34158728099041,11.667110986093999,926.9913017329156
75.6,61.298984213465765,11.478114728519678,927.2229010580146
75.8,61.25710274672633,11.292158543982332,927.4507387092914
76.0,61.21593064960311,11.109196037672366,927.6748733127246
76.2,61.17545584981118,10.92918130095681,927.895362849232
76.4,61.13566643394965,10.752068911379336,928.1122646546711
76.6,61.096550647501736,10.577813932660264,928.325635419838
76.8,61.058096894834655,10.406371914696528,928.5355311904689
77.0,61.02029373919974,10.23769889356173,928.7420073672386
77.2,60.983129902732344,10.071751391506108,928.9451187057616
77.4,60.9465942664519,9.90848641695653,929.1449193165917
77.6,60.91067587026191,9.747861464516534,929.3414626652216
77.8,60.875363912949915,9.58983451496625,929.5348015720839
78.0,60.840647752187515,9.434364035262481,929.7249882125501
78.2,60.80651690453039,9.281408978538686,929.912074116931
78.4,60.77296104541828,9.130928784104919,930.0961101704769
78.6,60.739970009174954,8.982883377447932,930.2771466133771
78.8,60.70753378900828,8.83723317023105,930.4552330407607
79.0,60.67564253701017,8.693939060294294,930.6304184026956
79.2,60.64428656415659,8.55296243165431,930.8027510041892
79.4,60.613456340307565,8.414265154504367,930.9722785051881
79.6,60.58314249420721,8.277809585214433,931.1390479205784
79.8,60.553335813483656,8.143558566331023,931.3031056201854
80.0,60.524027244649126,8.011475426577361,931.4644973287735
80.2,60.495207893099895,7.8815239808532995,931.6232681260468
80.4,60.46686902311629,7.753668530235325,931.7794624466485
80.6,60.43900205786271,7.627873861976557,931.9331240801608
80.8,60.411598579387615,7.5041052495068,932.0842961711056
81.0,60.38465032862351,7.382328452432427,932.2330212189441
81.2,60.35814920538697,7.262509716536497,932.3793410780765
81.4,60.33208726837864,7.144615773778716,932.5232969578427
81.6,60.30645673518321,7.0286138422954085,932.6649294225215
81.8,60.281249982269436,6.914471626399549,932.8042783913311
82.0,60.256459544990136,6.802157316580771,932.9413831384292
82.2,60.23207811758218,6.691639589505296,933.0762822929125
82.4,60.20809855257794,6.582887627008414,933.2090138204137
82.6,60.184513943675434,6.475874664035352,933.3396113922893
82.8,60.16131808064976,6.37057666681229,933.468105252538
83.0,60.138504993864046,6.266968619984635,933.5945263861513
83.2,60.116068775607225,6.165025745474956,933.7189054789178
83.4,60.094003580094046,6.064723502482989,933.841272917423
83.6,60.072303623465054,5.966037587485646,933.9616587890494
83.8,60.05096318378659,5.868943934236981,934.0800928819764
84.0,60.02997660105082,5.773418713768241,934.1966046851809
84.2,60.009338277175694,5.6794383343878305,934.3112233884365
84.4,59.98904267600496,5.586979441681322,934.4239778823137
84.6,59.9690843233082,5.496018918511462,934.5348967581804
84.8,59.94945780678078,5.406533885018145,934.6440083082011
85.0,59.93015777604385,5.318501698618451,934.7513405253377
85.2,59.9111789426444,5.231899954006621,934.856921103349
85.4,59.8925160800552,5.146706483154067,934.9607774367907
85.6,59.87416402367484,5.062899355309367,935.0629366210158
85.8,59.856117670827686,4.980456876998256,935.163425452174
86.0,59.838371980763945,4.899357592023649,935.2622704272125
86.2,59.820921974659605,4.819580281465624,935.3594977438747
86.4,59.80376273561645,4.74110396368143,935.4551333007021
86.6,59.786889408662084,4.6639078943054795,935.5492026970325
86.8,59.770297200749916,4.587971566249344,935.6417312330008
87.0,59.753981380759136,4.5132747097017765,935.7327439095391
87.2,59.737937279494766,4.439797292128692,935.8222654283766
87.4,59.722160289687615,4.367519518273176,935.9103201920392
87.6,59.7066458659943,4.296421830155474,935.9969323038503
87.8,59.691389524997234,4.226484907072997,936.0821255679298
88.0,59.67638684520465,4.157689665600334,936.165923489195
88.2,59.661633467050564,4.090017259589239,936.2483492733602
88.4,59.647125092894804,4.023449080168624,936.3294258269366
88.6,59.63285748702302,3.9579667557445797,936.4091757572324
88.8,59.618826475646635,3.8935521520003538,936.487621372353
89.0,59.605027946902894,3.830187371896371,936.5647846812008
89.2,59.591457850854844,3.7678547556702164,936.640687393475
89.4,59.57811219949132,3.7065368808366435,936.715350919672
89.6,59.56498706672699,3.6462165621875835,936.7887963710855
89.8,59.5520785884023,3.5868768517921117,936.8610445598056
90.0,59.53938296228351,3.5285010389964895,936.9321159987201
90.2,59.52689644806268,3.4710726504241447,937.0020309015132
90.4,59.51461536735767,3.4145754499756635,937.0708091826667
90.6,59.50253610371216,3.358993438828817,937.138470457459
90.8,59.49065510259562,3.3043108554385068,937.2050340419659
91.0,59.47896887140331,3.2505121755368527,937.2705189530599
91.2,59.46747397945634,3.197582112133095,937.3349439084105
91.4,59.456167058001554,3.1455056155136676,937.3983273264848
91.6,59.445044800211676,3.0942678732421762,937.4606873265461
91.8,59.43410396118517,3.043854310159371,937.5220417286555
92.0,59.42334135794634,2.994250588383176,937.5824080536705
92.2,59.412754039521154,2.9454435177718956,937.641802442707
92.4,59.4023401364059,2.8974256078278047,937.7002342557663
92.6,59.392097109530575,2.8501857280552336,937.7577171624142
92.8,59.38202227410744,2.803711933967236,937.8142657919253
93.0,59.37211297634066,2.7579924138733722,937.869894609786
93.2,59.362366593426295,2.7130154888797033,937.924617917694
93.4,59.352780533552334,2.668769612888788,937.9784498535589
93.6,59.3433522358987,2.6252433725996895,938.0314043915016
93.8,59.334079170637196,2.582425487507961,938.0834953418548
94.0,59.32495883893156,2.540304809905666,938.1347363511628
94.2,59.315988772937445,2.4988703248813655,938.1851409021812
94.4,59.30716653580241,2.45811115032012,938.2347223138775
94.6,59.29848972166594,2.4180165369034925,938.2834937414306
94.8,59.289955955659416,2.3785758681095395,938.331468176231
95.0,59.28156289390616,2.339778660212824,938.378658445881
95.2,59.27330822352139,2.301614562284409,938.4250772141942
95.4,59.26518966261224,2.264073356191856,938.470736981196
95.6,59.25720496027777,2.2271449565992287,938.515650083123
95.8,59.249351896608935,2.1908194109670847,938.559828692424
96.0,59.24162828268863,2.1550868995524906,938.6032848177589
96.2,59.23403196059165,2.1199377354090077,938.6460303039994
96.4,59.2265608033847,2.085362364386699,938.6880768322286
96.6,59.21921271512641,2.0513513651321307,938.7294359197415
96.8,59.211985630867325,2.017895449088362,938.7701189200443
97.0,59.204877516649894,1.9849854604949568,938.8101370228552
97.2,59.197886369508495,1.952612376387982,938.8495012541035
97.4,59.191010217469405,1.9207673065999993,938.8882224759307
97.6,59.18424711955084,1.889441493760079,938.9263113866891
97.8,59.177595165762895,1.8586263132937761,938.9637785209434
98.0,59.171052477107615,1.828313273423162,939.0006342494693
98.2,59.16461720557894,1.7984940151668007,939.0368887792542
